|sentence_text|sentence_number|paragraph_number|title|publication_date|genre
2063|Upon this he immediately seized me by the throat, and drawing a knife, made several ineffectual efforts to stab me in the stomach; an atrocity which his excessive debility alone prevented him from accomplishing. 275709|1|143|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2064|In the meantime, being roused to a high pitch of anger, I forced him to the vessel's side, with the full intention of throwing him overboard. 275920|2|143|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2065|He was saved from his fate, however, by the interference of Peters, who now approached and separated us, asking the cause of the disturbance. 276061|3|143|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2066|This Parker told before I could find means in any manner to prevent him. 276202|4|143|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2067|The effect of his words was even more terrible than what I had anticipated. 276274|0|144|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2068|Both Augustus and Peters, who, it seems, had long secretly entertained the same fearful idea which Parker had been merely the first to broach, joined with him in his design and insisted upon its immediately being carried into effect. 276349|1|144|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2069|I had calculated that one at least of the two former would be found still possessed of sufficient strength of mind to side with myself in resisting any attempt to execute so dreadful a purpose, and, with the aid of either one of them, I had no fear of being able to prevent its accomplishment. 276582|2|144|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2070|Being disappointed in this expectation, it became absolutely necessary that I should attend to my own safety, as a further resistance on my part might possibly be considered by men in their frightful condition a sufficient excuse for refusing me fair play in the tragedy that I knew would speedily be enacted. 276875|3|144|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2071|I now told them I was willing to submit to the proposal, merely requesting a delay of about one hour, in order that the fog which had gathered around us might have an opportunity of lifting, when it was possible that the ship we had seen might be again in sight. 277184|0|145|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2072|After great difficulty I obtained from them a promise to wait thus long; and, as I had anticipated (a breeze rapidly coming in), the fog lifted before the hour had expired, when, no vessel appearing in sight, we prepared to draw lots. 277446|1|145|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2073|It is with extreme reluctance that I dwell upon the appalling scene which ensued; a scene which, with its minutest details, no after events have been able to efface in the slightest degree from my memory, and whose stern recollection will embitter every future moment of my existence. 277680|0|146|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2074|Let me run over this portion of my narrative with as much haste as the nature of the events to be spoken of will permit. 277964|1|146|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2075|I thought of falling on my knees to my companions, and entreating them to let me escape this necessity; of suddenly rushing upon them, and, by putting one of them to death, of rendering the decision by lot useless–in short, of every thing but of going through with the matter I had in hand. 278084|10|146|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2076|At last, after wasting a long time in this imbecile conduct, I was recalled to my senses by the voice of Parker, who urged me to relieve them at once from the terrible anxiety they were enduring. 278374|11|146|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2077|Even then I could not bring myself to arrange the splinters upon the spot, but thought over every species of finesse by which I could trick some one of my fellow-sufferers to draw the short straw, as it had been agreed that whoever drew the shortest of four splinters from my hand was to die for the preservation of the rest. 278569|12|146|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2078|Before any one condemn me for this apparent heartlessness, let him be placed in a situation precisely similar to my own. 278894|13|146|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2079|The only method we could devise for the terrific lottery, in which we were to take each a chance, was that of drawing straws. 279014|2|146|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2080|Small splinters of wood were made to answer our purpose, and it was agreed that I should be the holder. 279139|3|146|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2081|I retired to one end of the hulk, while my poor companions silently took up their station in the other with their backs turned toward me. 279242|4|146|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2082|The bitterest anxiety which I endured at any period of this fearful drama was while I occupied myself in the arrangement of the lots. 279379|5|146|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2083|There are few conditions into which man can possibly fall where he will not feel a deep interest in the preservation of his existence; an interest momentarily increasing with the frailness of the tenure by which that existence may be held. 279512|6|146|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2084|But now that the silent, definite, and stern nature of the business in which I was engaged (so different from the tumultuous dangers of the storm or the gradually approaching horrors of famine) allowed me to reflect on the few chances I had of escaping the most appalling of deaths–a death for the most appalling of purposes–every particle of that energy which had so long buoyed me up departed like feathers before the wind, leaving me a helpless prey to the most abject and pitiable terror. 279751|7|146|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2085|I could not, at first, even summon up sufficient strength to tear and fit together the small splinters of wood, my fingers absolutely refusing their office, and my knees knocking violently against each other. 280243|8|146|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2086|My mind ran over rapidly a thousand absurd projects by which to avoid becoming a partner in the awful speculation. 280451|9|146|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2087|At length delay was no longer possible, and, with a heart almost bursting from my bosom, I advanced to the region of the forecastle, where my companions were awaiting me. 280565|0|147|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2088|I held out my hand with the splinters, and Peters immediately drew. 280735|1|147|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2089|No one spoke, and still I dared not satisfy myself by looking at the splinter I held. 280802|10|147|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2090|Peters at length took me by the hand, and I forced myself to look up, when I immediately saw by the countenance of Parker that I was safe, and that he it was who had been doomed to suffer. 280887|11|147|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2091|Gasping for breath, I fell senseless to the deck. 281075|12|147|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2092|He was free–his, at least, was not the shortest; and there was now another chance against my escape. 281124|2|147|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2093|I summoned up all my strength, and passed the lots to Augustus. 281224|3|147|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2094|He also drew immediately, and he also was free; and now, whether I should live or die, the chances were no more than precisely even. 281287|4|147|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2095|At this moment all the fierceness of the tiger possessed my bosom, and I felt toward my poor fellow-creature, Parker, the most intense, the most diabolical hatred. 281419|5|147|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2096|But the feeling did not last; and, at length, with a convulsive shudder and closed eyes, I held out the two remaining splinters toward him. 281582|6|147|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2097|It was fully five minutes before he could summon resolution to draw, during which period of heartrending suspense I never once opened my eyes. 281721|7|147|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2098|Presently one of the two lots was quickly drawn from my hand. 281863|8|147|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2099|The decision was then over, yet I knew not whether it was for me or against me. 281924|9|147|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2100|I recovered from my swoon in time to behold the consummation of the tragedy in the death of him who had been chiefly instrumental in bringing it about. 282003|0|148|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2101|He made no resistance whatever, and was stabbed in the back by Peters, when he fell instantly dead. 282154|1|148|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2102|I must not dwell upon the fearful repast which immediately ensued. 282253|2|148|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
2103|Such things may be imagined, but words have no power to impress the mind with the exquisite horror of their reality. 282319|3|148|The Narrative Of Arthur Gordon Pym Of Nantucket|1837-02-25 00:00:00|['Adventure', 'Hoax']
