sentence_text|sentence_number|paragraph_number|title|publication_date|genre
The narrow space immediately surrounding what had been the body, was now growing to be the body itself.|3|30|The Colloquy Of Monos And Una|August 1841|Science fiction
At length, as often happens to the sleeper (by sleep and its world alone is Death imaged); at length, as sometimes happened on Earth to the deep slumberer, when some flitting light half startled him into awaking, yet left him half enveloped in dreams; so to me, in the strict embrace of the Shadow, came that light which alone might have had power to startle; the light of enduring Love.|4|30|The Colloquy Of Monos And Una|August 1841|Science fiction
Men toiled at the grave in which I lay darkling.|5|30|The Colloquy Of Monos And Una|August 1841|Science fiction
They upthrew the damp earth.|6|30|The Colloquy Of Monos And Una|August 1841|Science fiction
Upon my mouldering bones there descended the coffin of UNA.|7|30|The Colloquy Of Monos And Una|August 1841|Science fiction
And now again all was void.|0|31|The Colloquy Of Monos And Una|August 1841|Science fiction
That nebulous light had been extinguished.|1|31|The Colloquy Of Monos And Una|August 1841|Science fiction
That feeble thrill had vibrated itself into quiescence.|2|31|The Colloquy Of Monos And Una|August 1841|Science fiction
Many lustra had supervened.|3|31|The Colloquy Of Monos And Una|August 1841|Science fiction
Dust had returned to dust.|4|31|The Colloquy Of Monos And Una|August 1841|Science fiction
The worm had food no more.|5|31|The Colloquy Of Monos And Una|August 1841|Science fiction
The sense of being at length utterly departed, and there reigned in its stead; instead of all things- dominant and perpetual; the autocrats Place and Time.|6|31|The Colloquy Of Monos And Una|August 1841|Science fiction
For that which was not; for that which had no form; for that which had no thought- for that which had no sentience; for that which was soulless, yet of which matter formed no portion; for all this nothingness, yet for all this immortality, the grave was still a home, and the corrosive hours, co-mates.|7|31|The Colloquy Of Monos And Una|August 1841|Science fiction
"CON tal que las costumbres de un autor,"" says Don Thomas de las Torres, in the preface to his ""Amatory Poems"" ""sean puras y castas, importo muy poco que no sean igualmente severas sus obras""–meaning, in plain English, that, provided the morals of an author are pure personally, it signifies nothing what are the morals of his books."|0|0|Never Bet The Devil Your Head|September 1841|Satire
We presume that Don Thomas is now in Purgatory for the assertion.|1|0|Never Bet The Devil Your Head|September 1841|Satire
"It would be a clever thing, too, in the way of poetical justice, to keep him there until his ""Amatory Poems"" get out of print, or are laid definitely upon the shelf through lack of readers."|2|0|Never Bet The Devil Your Head|September 1841|Satire
Every fiction should have a moral; and, what is more to the purpose, the critics have discovered that every fiction has.|3|0|Never Bet The Devil Your Head|September 1841|Satire
"Philip Melanchthon, some time ago, wrote a commentary upon the ""Batrachomyomachia,"" and proved that the poet's object was to excite a distaste for sedition."|4|0|Never Bet The Devil Your Head|September 1841|Satire
Pierre la Seine, going a step farther, shows that the intention was to recommend to young men temperance in eating and drinking.|5|0|Never Bet The Devil Your Head|September 1841|Satire
Just so, too, Jacobus Hugo has satisfied himself that, by Euenis, Homer meant to insinuate John Calvin; by Antinous, Martin Luther; by the Lotophagi, Protestants in general; and, by the Harpies, the Dutch.|6|0|Never Bet The Devil Your Head|September 1841|Satire
Our more modern Scholiasts are equally acute.|7|0|Never Bet The Devil Your Head|September 1841|Satire
"These fellows demonstrate a hidden meaning in ""The Antediluvians,"" a parable in Powhatan,"" new views in ""Cock Robin,"" and transcendentalism in ""Hop O' My Thumb""."|8|0|Never Bet The Devil Your Head|September 1841|Satire
In short, it has been shown that no man can sit down to write without a very profound design.|9|0|Never Bet The Devil Your Head|September 1841|Satire
Thus to authors in general much trouble is spared.|10|0|Never Bet The Devil Your Head|September 1841|Satire
A novelist, for example, need have no care of his moral.|11|0|Never Bet The Devil Your Head|September 1841|Satire
It is there–that is to say, it is somewhere–and the moral and the critics can take care of themselves.|12|0|Never Bet The Devil Your Head|September 1841|Satire
"When the proper time arrives, all that the gentleman intended, and all that he did not intend, will be brought to light, in the ""Dial,"" or the ""Down-Easter,"" together with all that he ought to have intended, and the rest that he clearly meant to intend:–so that it will all come very straight in the end."|13|0|Never Bet The Devil Your Head|September 1841|Satire
There is no just ground, therefore, for the charge brought against me by certain ignoramuses–that I have never written a moral tale, or, in more precise words, a tale with a moral.|0|1|Never Bet The Devil Your Head|September 1841|Satire
They are not the critics predestined to bring me out, and develop my morals:–that is the secret.|1|1|Never Bet The Devil Your Head|September 1841|Satire
"By and by the ""North American Quarterly Humdrum"" will make them ashamed of their stupidity."|2|1|Never Bet The Devil Your Head|September 1841|Satire
In the meantime, by way of staying execution–by way of mitigating the accusations against me–I offer the sad history appended,–a history about whose obvious moral there can be no question whatever, since he who runs may read it in the large capitals which form the title of the tale.|3|1|Never Bet The Devil Your Head|September 1841|Satire
I should have credit for this arrangement–a far wiser one than that of La Fontaine and others, who reserve the impression to be conveyed until the last moment, and thus sneak it in at the fag end of their fables.|4|1|Never Bet The Devil Your Head|September 1841|Satire
Defuncti injuria ne afficiantur was a law of the twelve tables, and De mortuis nil nisi bonum is an excellent injunction–even if the dead in question be nothing but dead small beer.|0|2|Never Bet The Devil Your Head|September 1841|Satire
It is not my design, therefore, to vituperate my deceased friend, Toby Dammit.|1|2|Never Bet The Devil Your Head|September 1841|Satire
He was a sad dog, it is true, and a dog's death it was that he died; but he himself was not to blame for his vices.|2|2|Never Bet The Devil Your Head|September 1841|Satire
They grew out of a personal defect in his mother.|3|2|Never Bet The Devil Your Head|September 1841|Satire
She did her best in the way of flogging him while an infant–for duties to her well–regulated mind were always pleasures, and babies, like tough steaks, or the modern Greek olive trees, are invariably the better for beating–but, poor woman!|4|2|Never Bet The Devil Your Head|September 1841|Satire
she had the misfortune to be left-handed, and a child flogged left-handedly had better be left unflogged.|5|2|Never Bet The Devil Your Head|September 1841|Satire
The world revolves from right to left.|6|2|Never Bet The Devil Your Head|September 1841|Satire
It will not do to whip a baby from left to right.|7|2|Never Bet The Devil Your Head|September 1841|Satire
If each blow in the proper direction drives an evil propensity out, it follows that every thump in an opposite one knocks its quota of wickedness in.|8|2|Never Bet The Devil Your Head|September 1841|Satire
I was often present at Toby's chastisements, and, even by the way in which he kicked, I could perceive that he was getting worse and worse every day.|9|2|Never Bet The Devil Your Head|September 1841|Satire
At last I saw, through the tears in my eyes, that there was no hope of the villain at all, and one day when he had been cuffed until he grew so black in the face that one might have mistaken him for a little African, and no effect had been produced beyond that of making him wriggle himself into a fit, I could stand it no longer, but went down upon my knees forthwith, and, uplifting my voice, made prophecy of his ruin.|10|2|Never Bet The Devil Your Head|September 1841|Satire
